# {"t_start": 1587161644.6280663, "env_id": "HalfCheetahBulletEnv-v0"} 
r,l,t
416.438365,1000,679.27619
157.346709,1000,681.120249
230.950082,1000,683.152102
449.54619,1000,685.001055
220.793918,1000,687.028987
185.584145,1000,688.862231
409.316476,1000,690.921615
377.810241,1000,692.786186
415.197036,1000,694.890719
191.672938,1000,696.724103
423.911179,1000,698.781036
414.684965,1000,700.640317
352.155824,1000,702.704397
433.870804,1000,704.560683
291.25018,1000,706.499361
405.567697,1000,708.37719
240.666228,1000,710.424203
328.741984,1000,712.229324
225.10512,1000,714.256561
323.747931,1000,716.113719
354.210283,1000,718.148604
413.533185,1000,720.023922
290.658801,1000,722.110733
344.210367,1000,723.956674
323.876332,1000,725.975599
348.99871,1000,727.806989
326.050143,1000,729.810771
-190.188274,1000,731.65032
285.135135,1000,733.652451
370.784982,1000,735.521344
300.495442,1000,737.582601
394.140852,1000,739.431374
273.24652,1000,741.499808
308.324879,1000,743.331183
393.437544,1000,745.325557
439.632526,1000,747.169785
390.193276,1000,749.198653
73.815892,1000,751.020317
423.716627,1000,752.915803
143.154719,1000,754.997265
428.050085,1000,756.928134
446.544168,1000,758.978863
426.337512,1000,760.827691
421.178181,1000,762.898573
435.057341,1000,764.772513
254.595875,1000,766.829928
440.427769,1000,768.73656
414.340278,1000,770.785539
442.264507,1000,772.671069
408.379999,1000,774.724963
438.388093,1000,776.590994
441.739036,1000,778.671473
359.666923,1000,780.519258
386.063488,1000,782.515138
395.837432,1000,784.368103
370.423657,1000,786.391328
396.507596,1000,788.213954
419.218582,1000,790.233628
432.423104,1000,792.062168
412.154945,1000,794.069397
387.390309,1000,795.858878
398.56258,1000,797.916481
424.283619,1000,799.825721
397.734869,1000,801.887151
416.881299,1000,803.792826
415.205617,1000,805.848119
400.836983,1000,807.712572
410.166518,1000,809.828137
441.078815,1000,811.833183
393.549137,1000,814.044041
422.172739,1000,815.938386
438.360792,1000,818.066364
427.360884,1000,819.906689
403.382282,1000,821.973661
430.395725,1000,823.850415
391.01313,1000,825.908549
417.643968,1000,827.793619
402.611136,1000,829.841338
379.677408,1000,831.712031
403.903982,1000,833.803962
417.069891,1000,835.723761
376.498019,1000,837.608598
412.681429,1000,839.708396
414.422712,1000,841.570181
401.078996,1000,843.696645
412.461111,1000,845.557533
405.68801,1000,847.62872
403.443973,1000,849.507036
389.013022,1000,851.56732
405.318318,1000,853.450806
399.830095,1000,855.518085
405.659434,1000,857.339557
385.020323,1000,859.39825
400.706515,1000,861.304177
406.255233,1000,863.341674
396.273198,1000,865.228176
376.746654,1000,867.318243
409.224019,1000,869.197392
429.758899,1000,871.265467
431.70567,1000,873.123052
412.987878,1000,875.282816
399.73013,1000,877.224541
399.389425,1000,879.289769
421.545763,1000,881.153512
381.985729,1000,883.235294
413.883847,1000,885.102576
389.163571,1000,887.167187
392.995193,1000,889.042887
397.386467,1000,891.112986
443.798082,1000,892.997725
390.916499,1000,895.125632
411.424575,1000,897.017229
334.288892,1000,899.102336
382.333509,1000,901.008759
398.097946,1000,903.074632
403.367763,1000,904.943461
417.276071,1000,907.032648
418.211836,1000,908.890034
380.257969,1000,910.978481
406.565625,1000,912.847593
406.165804,1000,914.93167
405.705924,1000,916.800534
374.852863,1000,918.84236
387.761476,1000,920.698141
374.489132,1000,922.562706
409.975438,1000,924.627701
398.163274,1000,926.558104
407.73113,1000,928.616351
-1323.483821,1000,930.494337
404.866481,1000,932.549869
410.477249,1000,934.423286
409.660925,1000,936.569172
395.060624,1000,938.49424
390.593946,1000,940.554797
419.059477,1000,942.436657
406.155578,1000,944.521815
413.980696,1000,946.381546
403.238147,1000,948.477766
418.466478,1000,950.357278
402.148326,1000,952.410307
422.025039,1000,954.3006
387.705782,1000,956.421548
418.844928,1000,958.276217
398.854976,1000,960.371905
427.225939,1000,962.213095
398.76316,1000,964.286431
393.554346,1000,966.153208
404.233026,1000,968.194659
404.23417,1000,970.069911
398.236687,1000,972.179717
401.160715,1000,974.056466
415.159601,1000,976.12037
401.620427,1000,977.993076
394.337615,1000,980.062709
384.603142,1000,981.941777
402.531909,1000,984.081551
421.909962,1000,985.955643
417.754692,1000,988.085204
391.84459,1000,989.99862
409.111728,1000,992.03425
443.382709,1000,993.860706
402.550874,1000,996.010952
407.645068,1000,997.958657
394.470726,1000,1000.030342
395.131788,1000,1001.892275
416.72647,1000,1003.724606
418.870634,1000,1005.818665
406.167486,1000,1007.703764
379.058703,1000,1009.783766
398.968734,1000,1011.686982
406.214415,1000,1013.747148
393.926737,1000,1015.641796
383.260237,1000,1017.73911
384.470001,1000,1019.589599
392.187358,1000,1021.634945
396.409975,1000,1023.471348
373.550207,1000,1025.502309
382.125378,1000,1027.405276
409.88536,1000,1029.466986
398.506815,1000,1031.336418
401.668244,1000,1033.448614
403.016858,1000,1035.361845
407.808063,1000,1037.410838
384.338893,1000,1039.273933
424.628485,1000,1041.35192
405.327283,1000,1043.2448
400.427045,1000,1045.380686
397.281359,1000,1047.207035
411.013853,1000,1049.307822
396.675577,1000,1051.175068
400.998949,1000,1053.239334
397.42684,1000,1055.137913
404.786789,1000,1057.26221
391.505248,1000,1059.189409
387.590554,1000,1061.247245
425.510579,1000,1063.106734
392.296349,1000,1065.126469
416.909126,1000,1066.950054
413.36546,1000,1069.027535
388.850381,1000,1070.856902
411.610474,1000,1072.892063
393.102935,1000,1074.708547
416.850946,1000,1076.804634
385.30803,1000,1078.719019
410.179348,1000,1080.831671
387.367582,1000,1082.703501
399.985408,1000,1084.835736
409.372643,1000,1086.710408
382.967043,1000,1088.598641
398.241973,1000,1090.698147
426.704136,1000,1092.555448
414.65493,1000,1094.617022
401.813619,1000,1096.495094
410.360502,1000,1098.553427
412.505785,1000,1100.431102
392.704467,1000,1102.499811
385.480617,1000,1104.350657
389.193038,1000,1106.446129
375.499615,1000,1108.342279
390.495657,1000,1110.4
396.064439,1000,1112.291996
406.033041,1000,1114.374202
418.878703,1000,1116.325523
403.555038,1000,1118.50201
398.363088,1000,1120.368613
402.125443,1000,1122.474917
405.244918,1000,1124.35001
392.676881,1000,1126.436461
415.751281,1000,1128.307932
394.587631,1000,1130.397085
392.850724,1000,1132.244144
392.317503,1000,1134.28718
407.711644,1000,1136.174785
434.051885,1000,1138.227763
384.343222,1000,1140.12764
-1354.209827,1000,1142.248866
425.278671,1000,1144.118263
409.272695,1000,1146.189002
407.04024,1000,1148.055132
406.774111,1000,1150.121114
401.402133,1000,1152.022335
406.557508,1000,1154.0948
404.688029,1000,1155.960873
393.168283,1000,1158.028851
384.893441,1000,1159.894599
407.411771,1000,1161.994088
424.140241,1000,1163.85845
394.797979,1000,1165.950188
407.217748,1000,1167.835677
380.627254,1000,1169.945359
419.95255,1000,1171.846538
411.121862,1000,1173.716714
419.188119,1000,1175.794769
401.351132,1000,1177.734437
397.328674,1000,1179.90246
412.769517,1000,1181.776138
417.557437,1000,1183.838197
359.886706,1000,1185.724496
412.485518,1000,1187.820634
437.258377,1000,1189.671111
412.087227,1000,1191.74115
380.590666,1000,1193.577852
403.479592,1000,1195.643282
416.090014,1000,1197.526331
432.216031,1000,1199.612931
365.011626,1000,1201.506927
404.735075,1000,1203.599688
389.174621,1000,1205.504492
408.576815,1000,1207.594302
412.713074,1000,1209.454341
408.95848,1000,1211.54109
373.850635,1000,1213.408114
411.984978,1000,1215.492322
410.161499,1000,1217.367477
414.646941,1000,1219.434588
408.370037,1000,1221.295567
379.611648,1000,1223.34341
403.729348,1000,1225.209405
379.060657,1000,1227.274249
413.528183,1000,1229.147773
398.340593,1000,1231.266374
393.621486,1000,1233.134521
404.349978,1000,1235.216372
413.208212,1000,1237.189996
413.541616,1000,1239.323794
437.13759,1000,1241.188756
435.205927,1000,1243.227667
423.71975,1000,1245.101676
404.769083,1000,1247.21696
413.93617,1000,1249.102828
392.730723,1000,1251.144624
402.679327,1000,1253.043833
420.174578,1000,1255.116323
401.854663,1000,1257.004611
416.269471,1000,1258.906623
382.512769,1000,1261.005528
396.884368,1000,1262.832532
422.80409,1000,1264.916693
449.194846,1000,1266.758523
398.663123,1000,1268.828031
416.878246,1000,1270.690928
409.499147,1000,1272.742504
402.910916,1000,1274.624179
410.634414,1000,1276.72525
411.520817,1000,1278.570493
393.20502,1000,1280.631694
379.698096,1000,1282.525409
412.740415,1000,1284.588847
375.191037,1000,1286.479982
407.890276,1000,1288.567489
395.814505,1000,1290.450813
385.40994,1000,1292.569959
390.84989,1000,1294.483635
397.282889,1000,1296.547243
394.194949,1000,1298.500535
-1341.810396,1000,1300.725497
421.186679,1000,1302.582463
396.141004,1000,1304.633791
396.526379,1000,1306.532804
391.603552,1000,1308.587828
418.235055,1000,1310.474829
401.454535,1000,1312.579777
399.142525,1000,1314.427157
404.994328,1000,1316.521401
439.055395,1000,1318.367085
409.195489,1000,1320.445666
412.018514,1000,1322.326437
408.966187,1000,1324.38004
413.695876,1000,1326.258666
428.486641,1000,1328.35305
418.58664,1000,1330.187263
402.483791,1000,1332.306724
445.522507,1000,1334.186315
419.21225,1000,1336.207823
444.354543,1000,1338.098501
448.328864,1000,1340.168321
425.622147,1000,1342.034311
-1059.340211,1000,1343.890848
430.576065,1000,1345.981976
431.573131,1000,1347.87294
433.890723,1000,1349.951256
459.665363,1000,1351.834292
-417.34783,1000,1353.881642
424.772622,1000,1355.747233
399.900287,1000,1357.910726
454.699825,1000,1359.766319
446.273264,1000,1361.877947
446.598246,1000,1363.710703
446.361226,1000,1365.813236
389.697133,1000,1367.672337
411.177547,1000,1369.7605
423.467312,1000,1371.621512
427.775908,1000,1373.674316
461.610485,1000,1375.54568
448.104356,1000,1377.613006
455.5371,1000,1379.498134
429.83867,1000,1381.573137
432.331735,1000,1383.477872
411.892249,1000,1385.600011
438.701271,1000,1387.447424
464.597825,1000,1389.525294
443.129209,1000,1391.367992
467.85282,1000,1393.391286
437.7451,1000,1395.27624
443.480878,1000,1397.395191
455.415273,1000,1399.25732
431.787901,1000,1401.321795
445.679372,1000,1403.192505
450.647373,1000,1405.284773
466.564215,1000,1407.172298
442.691227,1000,1409.269336
456.162018,1000,1411.193965
445.082147,1000,1413.28913
447.311345,1000,1415.160923
463.505396,1000,1417.220413
465.813864,1000,1419.157214
458.624844,1000,1421.27363
445.314098,1000,1423.134261
463.602092,1000,1425.178678
455.96696,1000,1427.049402
443.217185,1000,1428.936332
421.185701,1000,1431.001743
448.340767,1000,1432.838036
463.992233,1000,1434.904084
478.92769,1000,1436.790789
425.279809,1000,1438.861581
447.769849,1000,1440.790966
443.985909,1000,1442.876849
446.835238,1000,1444.773532
481.493808,1000,1446.851653
483.740595,1000,1448.74321
460.816195,1000,1450.848331
483.375599,1000,1452.750847
463.54408,1000,1454.794396
468.168158,1000,1456.673796
453.461707,1000,1458.750208
482.042279,1000,1460.603957
478.22329,1000,1462.667995
332.082476,1000,1464.532347
447.957725,1000,1466.606536
463.932127,1000,1468.4912
470.3291,1000,1470.589491
447.073055,1000,1472.479696
490.141045,1000,1474.604733
433.427071,1000,1476.476546
392.46713,1000,1478.605061
475.130889,1000,1480.485507
477.700757,1000,1482.654721
454.736103,1000,1484.47843
469.617921,1000,1486.573209
477.873435,1000,1488.434516
483.373398,1000,1490.529856
478.227088,1000,1492.408871
458.747503,1000,1494.476066
457.142454,1000,1496.353946
469.941312,1000,1498.399244
-1469.937844,1000,1500.252268
478.886446,1000,1502.364067
460.096002,1000,1504.260912
419.057721,1000,1506.324015
476.136635,1000,1508.189756
341.529654,1000,1510.058555
430.6969,1000,1512.120449
463.191611,1000,1514.004286
419.19323,1000,1516.07089
472.340385,1000,1517.94311
-1329.399205,1000,1520.028091
460.217204,1000,1521.902639
470.599675,1000,1523.981343
458.307455,1000,1525.810696
432.443456,1000,1527.898325
466.223749,1000,1529.784034
440.408577,1000,1531.871278
490.474013,1000,1533.763926
409.070468,1000,1535.874892
469.635816,1000,1537.761445
438.11713,1000,1539.89368
476.687151,1000,1541.861323
460.015735,1000,1543.923506
460.722504,1000,1545.741265
452.004558,1000,1547.809759
443.371615,1000,1549.690112
460.973818,1000,1551.744472
461.157044,1000,1553.611195
435.767471,1000,1555.687953
438.919893,1000,1557.563552
453.330813,1000,1559.654921
445.562876,1000,1561.499338
453.593331,1000,1563.57984
491.04547,1000,1565.449419
471.59326,1000,1567.511597
455.626389,1000,1569.386979
452.885496,1000,1571.483129
458.695514,1000,1573.346171
423.532776,1000,1575.433551
475.518933,1000,1577.309947
467.442385,1000,1579.372256
472.644204,1000,1581.196737
468.686561,1000,1583.198225
445.314342,1000,1585.023214
436.912223,1000,1587.083707
443.615709,1000,1588.965654
467.371869,1000,1591.016236
462.228604,1000,1592.892811
476.747185,1000,1594.782991
448.625976,1000,1596.823871
408.432973,1000,1598.689637
445.745017,1000,1600.814565
457.453455,1000,1602.758886
415.230719,1000,1604.816264
439.016948,1000,1606.692062
459.55086,1000,1608.775652
474.806951,1000,1610.641723
429.937803,1000,1612.755564
431.539588,1000,1614.634666
456.621379,1000,1616.725683
434.633356,1000,1618.581472
474.487241,1000,1620.655536
459.789486,1000,1622.536633
492.32747,1000,1624.596293
470.737882,1000,1626.511454
452.729269,1000,1628.598036
430.1187,1000,1630.466692
456.935004,1000,1632.50025
432.477811,1000,1634.364959
405.877981,1000,1636.445451
393.836933,1000,1638.292665
458.977106,1000,1640.369417
439.735502,1000,1642.180623
452.21602,1000,1644.225848
451.321863,1000,1646.082222
416.409476,1000,1648.119775
459.732412,1000,1650.029779
408.346676,1000,1652.140375
442.986432,1000,1654.024585
452.810191,1000,1656.136267
444.565133,1000,1658.024782
474.485202,1000,1660.149958
482.759963,1000,1662.086163
482.605708,1000,1664.114282
476.645731,1000,1665.923234
469.642546,1000,1667.969975
454.326924,1000,1669.860564
457.293487,1000,1671.91643
471.892029,1000,1673.781217
488.020526,1000,1675.854395
452.506632,1000,1677.728189
438.525307,1000,1679.589888
464.796948,1000,1681.667868
457.52408,1000,1683.557981
460.172198,1000,1685.628943
484.392852,1000,1687.505664
461.807977,1000,1689.592789
472.360314,1000,1691.486494
466.871416,1000,1693.581326
461.516213,1000,1695.433719
465.652852,1000,1697.467899
469.723522,1000,1699.32105
434.563589,1000,1701.412994
505.490578,1000,1703.27558
482.029949,1000,1705.347589
452.200514,1000,1707.237187
463.920059,1000,1709.322374
473.611401,1000,1711.195585
447.259346,1000,1713.260907
440.466454,1000,1715.121504
464.045497,1000,1717.183639
472.502009,1000,1719.037711
494.546211,1000,1721.199953
488.787889,1000,1723.153735
483.737703,1000,1725.222594
372.052319,1000,1727.039943
442.036046,1000,1729.133257
466.624701,1000,1731.005616
454.834645,1000,1733.113885
472.032643,1000,1735.00124
424.597087,1000,1737.022449
440.858905,1000,1738.830658
301.788471,1000,1740.831608
452.080917,1000,1742.67591
433.978038,1000,1744.70659
449.679833,1000,1746.568674
457.077759,1000,1748.637311
472.766496,1000,1750.506931
441.8576,1000,1752.614846
485.472019,1000,1754.434756
490.906511,1000,1756.481666
463.149406,1000,1758.332922
453.291321,1000,1760.390481
465.224384,1000,1762.262582
486.265186,1000,1764.134717
474.90198,1000,1766.197035
441.642511,1000,1768.067043
490.040289,1000,1770.11508
447.760737,1000,1772.000959
464.389965,1000,1774.10148
449.753054,1000,1775.952216
483.029684,1000,1778.041667
469.293018,1000,1779.894606
459.851528,1000,1782.036595
470.890146,1000,1783.973926
445.433867,1000,1786.038655
470.297025,1000,1787.900911
459.519581,1000,1790.050493
439.534558,1000,1791.920351
475.057168,1000,1793.983476
465.567048,1000,1795.856107
449.056147,1000,1797.924606
473.370021,1000,1799.819013
456.111943,1000,1801.932868
467.009052,1000,1803.767469
406.944263,1000,1805.856949
466.428551,1000,1807.764092
453.55087,1000,1809.846452
450.059987,1000,1811.717303
452.40132,1000,1813.83442
457.075112,1000,1815.725549
456.578014,1000,1817.789255
451.784452,1000,1819.670882
470.313579,1000,1821.74257
464.969315,1000,1823.598763
466.21163,1000,1825.665034
498.754659,1000,1827.54513
465.774059,1000,1829.629791
452.910512,1000,1831.497578
471.760278,1000,1833.590194
471.976986,1000,1835.470811
480.362825,1000,1837.504127
462.953755,1000,1839.405647
462.996435,1000,1841.554912
472.674981,1000,1843.473604
459.233272,1000,1845.573606
439.312154,1000,1847.425261
467.148761,1000,1849.299629
506.33067,1000,1851.408011
470.639009,1000,1853.281572
451.158936,1000,1855.396231
439.408562,1000,1857.27353
463.557669,1000,1859.337699
456.993461,1000,1861.202787
455.064572,1000,1863.282496
456.326211,1000,1865.141582
465.822476,1000,1867.233716
470.577174,1000,1869.125254
450.791094,1000,1871.213847
464.260004,1000,1873.057687
484.258899,1000,1875.136835
471.546548,1000,1877.042633
463.920479,1000,1879.10811
-969.579425,1000,1880.936068
477.698487,1000,1883.040317
470.910954,1000,1884.87921
469.302122,1000,1886.951479
467.164132,1000,1888.817093
480.325397,1000,1890.879694
470.528071,1000,1892.761349
459.89278,1000,1894.859056
466.916895,1000,1896.749416
483.240246,1000,1898.859981
-1536.923529,1000,1900.812164
472.053334,1000,1902.938154
446.109388,1000,1904.893343
482.627883,1000,1906.907109
-1363.519668,1000,1908.739235
468.797424,1000,1910.81058
467.386548,1000,1912.640756
399.8701,1000,1914.694901
454.691378,1000,1916.584824
422.433163,1000,1918.666775
475.426619,1000,1920.549416
445.285771,1000,1922.605503
454.376252,1000,1924.459295
434.116332,1000,1926.525631
458.141819,1000,1928.377204
-1571.620596,1000,1930.460211
452.432993,1000,1932.335152
467.966877,1000,1934.197139
449.258836,1000,1936.273
473.554757,1000,1938.147574
479.045907,1000,1940.185704
460.972455,1000,1942.044729
450.9869,1000,1944.104597
454.845841,1000,1945.965806
469.988202,1000,1948.030936
-1363.966813,1000,1949.883568
445.263386,1000,1951.949175
453.772137,1000,1953.832444
482.143094,1000,1955.898707
476.559669,1000,1957.782952
-1557.282846,1000,1959.900272
454.234029,1000,1961.800884
447.109003,1000,1963.820449
493.454107,1000,1965.756704
445.901379,1000,1967.792766
437.039677,1000,1969.654558
427.630794,1000,1971.687239
471.877769,1000,1973.556122
476.224076,1000,1975.64088
479.985742,1000,1977.450804
456.483277,1000,1979.540891
464.998209,1000,1981.408085
468.046809,1000,1983.476296
490.75039,1000,1985.323188
466.659876,1000,1987.449951
472.636425,1000,1989.292603
-1464.197284,1000,1991.342366
493.99143,1000,1993.170061
464.716995,1000,1995.218937
504.321952,1000,1997.10567
495.250331,1000,1999.176587
463.586626,1000,2001.038161
486.028985,1000,2003.100173
469.30454,1000,2004.940627
480.718695,1000,2006.991107
451.928912,1000,2008.843448
471.408283,1000,2010.914499
456.780096,1000,2012.776762
478.861561,1000,2014.620255
449.171727,1000,2016.693695
479.692908,1000,2018.575012
466.825143,1000,2020.708479
472.536755,1000,2022.66045
442.708326,1000,2024.804842
468.310025,1000,2026.699058
477.543747,1000,2028.779011
474.673468,1000,2030.63711
476.397606,1000,2032.664995
472.129218,1000,2034.509445
469.827688,1000,2036.62999
470.108069,1000,2038.511591
474.960926,1000,2040.57619
463.319413,1000,2042.453403
490.90756,1000,2044.516748
467.806898,1000,2046.392102
479.776186,1000,2048.463672
493.448226,1000,2050.370818
483.196759,1000,2052.610235
469.416523,1000,2054.456311
472.471785,1000,2056.515901
470.886407,1000,2058.39338
476.539131,1000,2060.449259
496.909684,1000,2062.289976
511.622806,1000,2064.334305
490.69872,1000,2066.175996
466.380039,1000,2068.227331
450.425902,1000,2070.101996
460.680912,1000,2072.174839
478.506637,1000,2074.006289
468.877045,1000,2076.081437
455.854553,1000,2077.971743
257.75001,1000,2080.047042
486.073825,1000,2081.939997
480.59536,1000,2084.06667
474.191337,1000,2086.000819
475.283869,1000,2088.071113
471.513365,1000,2089.919174
465.054176,1000,2092.006677
471.835417,1000,2093.875892
460.493845,1000,2095.950336
478.801248,1000,2097.81063
465.355677,1000,2099.692918
481.534284,1000,2101.770361
491.454492,1000,2103.63198
104.604237,1000,2105.712091
477.66803,1000,2107.574435
475.264481,1000,2109.656585
463.896365,1000,2111.559015
463.377462,1000,2113.609452
476.611446,1000,2115.469373
471.152326,1000,2117.546829
465.654145,1000,2119.396655
491.762735,1000,2121.457828
496.807094,1000,2123.32302
484.085059,1000,2125.385619
478.07935,1000,2127.211458
454.349296,1000,2129.271311
-1346.944094,1000,2131.117294
478.906314,1000,2133.203937
447.899851,1000,2135.047523
494.105322,1000,2137.126256
452.801314,1000,2139.016421
457.994206,1000,2141.086927
468.038574,1000,2143.04166
182.443743,1000,2145.080446
466.346442,1000,2146.978334
479.750649,1000,2149.041477
486.094164,1000,2150.929719
501.862515,1000,2152.980567
371.113135,1000,2154.811419
518.018079,1000,2156.872481
467.419887,1000,2158.730086
485.358177,1000,2160.827036
468.888533,1000,2162.654519
485.090097,1000,2164.718198
466.537771,1000,2166.591085
461.592235,1000,2168.630096
491.950128,1000,2170.514328
477.256496,1000,2172.628553
465.30511,1000,2174.499941
466.112435,1000,2176.597903
455.212018,1000,2178.456451
461.758351,1000,2180.486995
471.269552,1000,2182.347746
451.977656,1000,2184.221946
463.260242,1000,2186.292543
473.369647,1000,2188.160753
478.582736,1000,2190.269624
483.81414,1000,2192.139954
465.151648,1000,2194.153252
452.286913,1000,2196.016341
440.025516,1000,2198.067111
464.494545,1000,2199.924218
460.747607,1000,2201.995962
496.289364,1000,2203.970482
463.201874,1000,2206.11276
479.117141,1000,2207.983137
474.532679,1000,2210.040841
463.374989,1000,2211.901985
490.134436,1000,2213.938566
476.350825,1000,2215.845318
480.900357,1000,2217.961444
461.206372,1000,2219.844492
454.686474,1000,2221.913268
480.041703,1000,2223.790595
474.280178,1000,2225.839898
476.666516,1000,2227.712145
458.056503,1000,2229.745365
494.161867,1000,2231.624363
488.08297,1000,2233.710753
471.055121,1000,2235.541537
494.923183,1000,2237.60893
459.355916,1000,2239.466547
492.702948,1000,2241.565824
464.646436,1000,2243.425986
482.793782,1000,2245.472009
430.241862,1000,2247.340309
460.410239,1000,2249.418332
483.541689,1000,2251.284478
479.946897,1000,2253.352448
471.855153,1000,2255.177387
489.496795,1000,2257.275605
431.608148,1000,2259.140387
486.459655,1000,2261.214771
453.699821,1000,2263.092471
479.57816,1000,2265.228449
486.18165,1000,2267.165858
480.211723,1000,2269.001497
482.796875,1000,2271.080929
482.392316,1000,2272.954706
469.949292,1000,2275.001211
471.929161,1000,2276.897615
473.432566,1000,2278.988482
462.342145,1000,2280.844198
473.356766,1000,2282.914337
476.062202,1000,2284.749441
491.791087,1000,2286.849284
455.888402,1000,2288.71597
474.258473,1000,2290.795563
-1658.455982,1000,2292.700396
488.36171,1000,2294.810174
506.734568,1000,2296.657082
477.794516,1000,2298.698732
490.5665,1000,2300.566949
465.131378,1000,2302.584278
470.637491,1000,2304.414896
-1622.582499,1000,2306.447345
480.53416,1000,2308.263187
-1593.877378,1000,2310.355594
468.109971,1000,2312.203745
470.281053,1000,2314.237909
478.470248,1000,2316.104912
478.97746,1000,2318.184862
496.692215,1000,2320.05189
469.672738,1000,2322.114788
464.478534,1000,2323.992
478.4442,1000,2326.138719
469.753624,1000,2328.048534
455.063881,1000,2330.087573
467.306378,1000,2331.92501
426.795036,1000,2333.969651
493.116399,1000,2335.807941
455.99502,1000,2337.9106
453.468772,1000,2339.768922
-1619.094931,1000,2341.849153
476.119384,1000,2343.705138
435.468202,1000,2345.763604
498.157682,1000,2347.591405
491.390423,1000,2349.67216
465.285957,1000,2351.514191
475.205006,1000,2353.4126
476.951229,1000,2355.540811
482.37545,1000,2357.390172
-1541.414349,1000,2359.469984
468.367046,1000,2361.331319
482.638236,1000,2363.337336
461.464813,1000,2365.161361
458.696767,1000,2367.229258
465.856975,1000,2369.101386
-493.699173,1000,2371.217219
470.86857,1000,2373.07664
495.801249,1000,2375.155884
482.685666,1000,2377.022012
485.661799,1000,2379.10067
487.11597,1000,2380.96098
429.199159,1000,2383.034038
480.515318,1000,2384.975377
487.149766,1000,2387.046028
487.469409,1000,2389.012565
473.519466,1000,2391.066223
473.616886,1000,2392.921882
480.260672,1000,2394.978364
480.633658,1000,2396.84778
472.695041,1000,2398.903926
481.474985,1000,2400.768797
476.176633,1000,2402.82747
470.412123,1000,2404.681222
483.302793,1000,2406.774856
483.797553,1000,2408.615571
-1621.916873,1000,2410.719729
484.600536,1000,2412.612069
445.36407,1000,2414.649954
-1523.356476,1000,2416.549237
473.605899,1000,2418.684566
481.599892,1000,2420.53141
494.005549,1000,2422.581456
464.185087,1000,2424.414894
479.30292,1000,2426.466526
467.661655,1000,2428.338975
463.657734,1000,2430.392821
494.999567,1000,2432.222204
-1603.713739,1000,2434.281371
450.237472,1000,2436.086391
495.037951,1000,2437.929096
471.864627,1000,2439.968128
-1494.533663,1000,2441.859042
482.69387,1000,2443.924619
475.619695,1000,2445.857857
471.526423,1000,2448.019809
492.046794,1000,2449.861534
471.096165,1000,2451.924475
467.992825,1000,2453.732018
480.522626,1000,2455.797857
482.514944,1000,2457.657409
445.609109,1000,2459.752747
494.836832,1000,2461.61516
479.988783,1000,2463.649425
467.541559,1000,2465.510313
471.962631,1000,2467.568076
486.056586,1000,2469.401915
460.822849,1000,2471.476722
481.816508,1000,2473.351393
515.591671,1000,2475.411968
470.39667,1000,2477.303604
471.948872,1000,2479.337856
484.12804,1000,2481.156192
479.456037,1000,2483.219652
500.273045,1000,2485.110629
452.974869,1000,2487.145093
476.669628,1000,2489.013007
486.907719,1000,2491.065397
496.112097,1000,2492.920242
463.368949,1000,2494.998021
480.99798,1000,2496.843596
468.540709,1000,2498.931333
470.751215,1000,2500.795754
492.270653,1000,2502.843537
471.925518,1000,2504.732615
492.108218,1000,2506.930546
510.141138,1000,2508.853487
463.510415,1000,2510.906327
468.021012,1000,2512.741542
491.785384,1000,2514.795371
468.181347,1000,2516.687286
458.639605,1000,2518.511352
458.662183,1000,2520.607654
481.576988,1000,2522.47437
457.238366,1000,2524.530782
463.139063,1000,2526.405681
488.406777,1000,2528.479135
465.729832,1000,2530.334924
470.748404,1000,2532.390457
455.213015,1000,2534.287723
465.160617,1000,2536.35598
509.110764,1000,2538.245468
492.593785,1000,2540.335822
503.205796,1000,2542.183466
536.611073,1000,2544.235527
479.890018,1000,2546.109015
473.891535,1000,2548.193739
-1473.548485,1000,2550.100055
515.753931,1000,2552.176993
496.999049,1000,2554.008796
-148.171946,1000,2556.052226
481.893204,1000,2557.933086
491.376237,1000,2559.986303
-1399.191024,1000,2561.85626
432.26124,1000,2563.925299
499.158334,1000,2565.818614
-1482.225879,1000,2567.96163
-1550.2906,1000,2569.889837
481.269835,1000,2571.944307
476.47536,1000,2573.794722
481.001834,1000,2575.836937
492.024317,1000,2577.711664
506.550579,1000,2579.806715
475.748122,1000,2581.62527
490.758503,1000,2583.697538
516.455101,1000,2585.589979
462.416812,1000,2587.612409
495.687702,1000,2589.489973
468.115618,1000,2591.505306
-1355.541214,1000,2593.361161
512.744806,1000,2595.426094
464.185389,1000,2597.291802
484.31045,1000,2599.405937
-959.026457,1000,2601.267919
492.945848,1000,2603.089403
472.299884,1000,2605.160592
508.647009,1000,2607.016464
478.532036,1000,2609.067731
481.294878,1000,2610.905317
502.371564,1000,2612.974061
449.644012,1000,2614.807837
491.138801,1000,2616.843793
483.168213,1000,2618.678849
512.684078,1000,2620.763568
489.131442,1000,2622.618137
464.01822,1000,2624.684437
479.087336,1000,2626.629879
457.191863,1000,2628.751029
486.531207,1000,2630.698236
490.758347,1000,2632.716549
478.452647,1000,2634.516156
483.549748,1000,2636.599611
482.451677,1000,2638.463007
464.819152,1000,2640.507603
453.645328,1000,2642.358296
447.971594,1000,2644.420842
483.504133,1000,2646.272504
492.98906,1000,2648.304278
472.065925,1000,2650.11514
481.595188,1000,2652.240544
474.832956,1000,2654.106193
468.759158,1000,2656.2009
